name	description	sourcemtoverride	samplemtoverride	host_age	role	host_life_stage	body_habitat	body_product	body_site	sample_type	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	larval_tetracycline	latitude	longitude	sex
ERS1268001	Sample 1064.G.CV310 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV310	FALSE	18.22	-65.99	female
ERS1268002	Sample 1064.G.CV311 : Whole intestine tissue, with food content.			22 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV311	TRUE	18.22	-65.99	female
ERS1268003	Sample 1064.G.CV312 : Whole intestine tissue, with food content.			22 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV312	TRUE	18.22	-65.99	female
ERS1268004	Sample 1064.G.CV314 : Whole intestine tissue, with food content.			22 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV314	TRUE	18.22	-65.99	female
ERS1268005	Sample 1064.G.CV315 : Whole intestine tissue, with food content.			22 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV315	TRUE	18.22	-65.99	female
ERS1268006	Sample 1064.G.CV316 : Whole intestine tissue, with food content.			22 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV316	TRUE	18.22	-65.99	female
ERS1268007	Sample 1064.G.CV317 : Whole intestine tissue, with food content.				queen		UBERON:multi-cellular organism		UBERON:intestine	Gut	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV317	TRUE	18.22	-65.99	female
ERS1268008	Sample 1064.G.CV318 : Whole intestine tissue, with food content.			4 days	nurse		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV318	FALSE	18.22	-65.99	female
ERS1268009	Sample 1064.G.CV319 : Whole intestine tissue, with food content.			4 days	nurse		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV319	FALSE	18.22	-65.99	female
ERS1268010	Sample 1064.G.CV320 : Whole intestine tissue, with food content.			4 days	nurse		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV320	FALSE	18.22	-65.99	female
ERS1268011	Sample 1064.G.CV321 : Whole intestine tissue, with food content.			4 days	nurse		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV321	FALSE	18.22	-65.99	female
ERS1268012	Sample 1064.G.CV322 : Whole intestine tissue, with food content.			4 days	nurse		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV322	FALSE	18.22	-65.99	female
ERS1268013	Sample 1064.G.CV323 : Whole intestine tissue, with food content.			4 days	nurse		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV323	FALSE	18.22	-65.99	female
ERS1268014	Sample 1064.G.CV324 : Whole intestine tissue, with food content.			27 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV324	TRUE	18.22	-65.99	female
ERS1268015	Sample 1064.G.CV325 : Whole intestine tissue, with food content.			27 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV325	TRUE	18.22	-65.99	female
ERS1268016	Sample 1064.G.CV326 : Whole intestine tissue, with food content.			27 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV326	TRUE	18.22	-65.99	female
ERS1268017	Sample 1064.G.CV327 : Whole intestine tissue, with food content.			27 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV327	TRUE	18.22	-65.99	female
ERS1268018	Sample 1064.G.CV328 : Whole intestine tissue, with food content.			27 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV328	TRUE	18.22	-65.99	female
ERS1268019	Sample 1064.G.CV329 : Whole intestine tissue, with food content.			27 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV329	TRUE	18.22	-65.99	female
ERS1268020	Sample 1064.G.CV330 : Whole intestine tissue, with food content.			26 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV330	TRUE	18.22	-65.99	female
ERS1268021	Sample 1064.G.CV331 : Whole intestine tissue, with food content.			26 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV331	TRUE	18.22	-65.99	female
ERS1268022	Sample 1064.G.CV332 : Whole intestine tissue, with food content.			26 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV332	TRUE	18.22	-65.99	female
ERS1268023	Sample 1064.G.CV333 : Whole intestine tissue, with food content.			26 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV333	TRUE	18.22	-65.99	female
ERS1268024	Sample 1064.G.CV334 : Whole intestine tissue, with food content.			26 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV334	TRUE	18.22	-65.99	female
ERS1268025	Sample 1064.G.CV335 : Whole intestine tissue, with food content.			26 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV335	TRUE	18.22	-65.99	female
ERS1268026	Sample 1064.G.CV336 : Whole intestine tissue, with food content.			10 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV336	FALSE	18.22	-65.99	female
ERS1268027	Sample 1064.G.CV337 : Whole intestine tissue, with food content.			10 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV337	FALSE	18.22	-65.99	female
ERS1268028	Sample 1064.G.CV338 : Whole intestine tissue, with food content.			10 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV338	FALSE	18.22	-65.99	female
ERS1268029	Sample 1064.G.CV339 : Whole intestine tissue, with food content.			10 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV339	FALSE	18.22	-65.99	female
ERS1268030	Sample 1064.G.CV340 : Whole intestine tissue, with food content.			10 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV340	FALSE	18.22	-65.99	female
ERS1268031	Sample 1064.G.CV341 : Whole intestine tissue, with food content.			10 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV341	FALSE	18.22	-65.99	female
ERS1268032	Sample 1064.G.CV342 : Whole intestine tissue, with food content.			24 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV342	TRUE	18.22	-65.99	female
ERS1268033	Sample 1064.G.CV343 : Whole intestine tissue, with food content.			24 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV343	TRUE	18.22	-65.99	female
ERS1268034	Sample 1064.G.CV344 : Whole intestine tissue, with food content.			24 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV344	TRUE	18.22	-65.99	female
ERS1268035	Sample 1064.G.CV345 : Whole intestine tissue, with food content.			24 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV345	TRUE	18.22	-65.99	female
ERS1268036	Sample 1064.G.CV346 : Whole intestine tissue, with food content.			24 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV346	TRUE	18.22	-65.99	female
ERS1268037	Sample 1064.G.CV43 : Whole intestine tissue, with food content.			12 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV43	FALSE	18.22	-65.99	female
ERS1268038	Sample 1064.G.CV44 : Whole intestine tissue, with food content.			12 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV44	FALSE	18.22	-65.99	female
ERS1268039	Sample 1064.G.CV45 : Whole intestine tissue, with food content.			12 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV45	FALSE	18.22	-65.99	female
ERS1268040	Sample 1064.G.CV46 : Whole intestine tissue, with food content.			12 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV46	FALSE	18.22	-65.99	female
ERS1268041	Sample 1064.G.CV47 : Whole intestine tissue, with food content.			12 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV47	FALSE	18.22	-65.99	female
ERS1268042	Sample 1064.G.CV48 : Whole intestine tissue, with food content.			12 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV48	FALSE	18.22	-65.99	female
ERS1268043	Sample 1064.G.CV72 : Whole intestine tissue, with food content.			21 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV72	TRUE	18.22	-65.99	female
ERS1268044	Sample 1064.G.CV73 : Whole intestine tissue, with food content.			21 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV73	TRUE	18.22	-65.99	female
ERS1268045	Sample 1064.G.CV74 : Whole intestine tissue, with food content.			21 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV74	TRUE	18.22	-65.99	female
ERS1268046	Sample 1064.G.CV75 : Whole intestine tissue, with food content.			21 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV75	TRUE	18.22	-65.99	female
ERS1268047	Sample 1064.G.CV76 : Whole intestine tissue, with food content.			21 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV76	TRUE	18.22	-65.99	female
ERS1268048	Sample 1064.G.CV77 : Whole intestine tissue, with food content.			21 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV77	TRUE	18.22	-65.99	female
ERS1268049	Sample 1064.G.CV90 : Whole intestine tissue, with food content.				drone		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV90	TRUE	18.22	-65.99	male
ERS1268050	Sample 1064.G.CV91 : Whole intestine tissue, with food content.				drone		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV91	TRUE	18.22	-65.99	male
ERS1268051	Sample 1064.G.CV92 : Whole intestine tissue, with food content.				drone		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV92	TRUE	18.22	-65.99	male
ERS1268052	Sample 1064.G.CV93 : Whole intestine tissue, with food content.				drone		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV93	TRUE	18.22	-65.99	male
ERS1268053	Sample 1064.G.CV94 : Whole intestine tissue, with food content.				drone		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV94	TRUE	18.22	-65.99	male
ERS1268054	Sample 1064.G.CV95 : Whole intestine tissue, with food content.				drone		UBERON:multi-cellular organism		UBERON:intestine	Gut	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G-CV95	TRUE	18.22	-65.99	male
ERS1268055	Sample 1064.G.GVR165 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G.GVR165	FALSE	18.22	-65.99	female
ERS1268056	Sample 1064.G.GVR166 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G.GVR166	FALSE	18.22	-65.99	female
ERS1268057	Sample 1064.G.GVR167 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G.GVR167	FALSE	18.22	-65.99	female
ERS1268058	Sample 1064.G.GVR168 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G.GVR168	FALSE	18.22	-65.99	female
ERS1268059	Sample 1064.G.GVR169 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:intestine	Gut	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G.GVR169	FALSE	18.22	-65.99	female
ERS1268060	Sample 1064.G.GVR170 : Whole intestine tissue, with food content.			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	G.GVR170	FALSE	18.22	-65.99	female
ERS1268061	Sample 1064.H.CJV171 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	10/25/08	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV171	TRUE	18.22	-65.99	male
ERS1268062	Sample 1064.H.CJV172 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	10/24/08	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV172	TRUE	18.22	-65.99	male
ERS1268063	Sample 1064.H.CJV173 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	10/24/08	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV173	TRUE	18.22	-65.99	male
ERS1268064	Sample 1064.H.CJV174 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	10/24/08	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV174	TRUE	18.22	-65.99	male
ERS1268065	Sample 1064.H.CJV175 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV175	TRUE	18.22	-65.99	male
ERS1268066	Sample 1064.H.CJV176 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV176	TRUE	18.22	-65.99	male
ERS1268067	Sample 1064.H.CJV189 : Complete Head			5 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV189	FALSE	18.22	-65.99	female
ERS1268068	Sample 1064.H.CJV190 : Complete Head			5 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV190	FALSE	18.22	-65.99	female
ERS1268069	Sample 1064.H.CJV191 : Complete Head			5 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV191	FALSE	18.22	-65.99	female
ERS1268070	Sample 1064.H.CJV192 : Complete Head			5 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV192	FALSE	18.22	-65.99	female
ERS1268071	Sample 1064.H.CJV193 : Complete Head			5 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV193	FALSE	18.22	-65.99	female
ERS1268072	Sample 1064.H.CJV194 : Complete Head			5 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV194	FALSE	18.22	-65.99	female
ERS1268073	Sample 1064.H.CJV195 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV195	FALSE	18.22	-65.99	female
ERS1268074	Sample 1064.H.CJV196 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV196	FALSE	18.22	-65.99	female
ERS1268075	Sample 1064.H.CJV197 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV197	FALSE	18.22	-65.99	female
ERS1268076	Sample 1064.H.CJV198 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV198	FALSE	18.22	-65.99	female
ERS1268077	Sample 1064.H.CJV199 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV199	FALSE	18.22	-65.99	female
ERS1268078	Sample 1064.H.CJV200 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV200	FALSE	18.22	-65.99	female
ERS1268079	Sample 1064.H.CJV201 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV201	TRUE	18.22	-65.99	female
ERS1268080	Sample 1064.H.CJV202 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV202	TRUE	18.22	-65.99	female
ERS1268081	Sample 1064.H.CJV203 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV203	TRUE	18.22	-65.99	female
ERS1268082	Sample 1064.H.CJV204 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV204	TRUE	18.22	-65.99	female
ERS1268083	Sample 1064.H.CJV205 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV205	TRUE	18.22	-65.99	female
ERS1268084	Sample 1064.H.CJV206 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV206	TRUE	18.22	-65.99	female
ERS1268085	Sample 1064.H.CJV207 : Complete Head				queen		UBERON:multi-cellular organism		UBERON:head	Head	10/23/08	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV207	TRUE	18.22	-65.99	female
ERS1268086	Sample 1064.H.CJV228 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV228	FALSE	18.22	-65.99	female
ERS1268087	Sample 1064.H.CJV229 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV229	FALSE	18.22	-65.99	female
ERS1268088	Sample 1064.H.CJV230 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV230	FALSE	18.22	-65.99	female
ERS1268089	Sample 1064.H.CJV231 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV231	FALSE	18.22	-65.99	female
ERS1268090	Sample 1064.H.CJV232 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CJV232	FALSE	18.22	-65.99	female
ERS1268091	Sample 1064.H.CV01 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV01	FALSE	18.22	-65.99	female
ERS1268092	Sample 1064.H.CV02 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV02	FALSE	18.22	-65.99	female
ERS1268093	Sample 1064.H.CV03 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV03	FALSE	18.22	-65.99	female
ERS1268094	Sample 1064.H.CV04 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV04	FALSE	18.22	-65.99	female
ERS1268095	Sample 1064.H.CV05 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV05	FALSE	18.22	-65.99	female
ERS1268096	Sample 1064.H.CV06 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV06	FALSE	18.22	-65.99	female
ERS1268097	Sample 1064.H.CV10 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV10	FALSE	18.22	-65.99	female
ERS1268098	Sample 1064.H.CV108 : Complete Head				queen		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV108	TRUE	18.22	-65.99	female
ERS1268099	Sample 1064.H.CV11 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV11	FALSE	18.22	-65.99	female
ERS1268100	Sample 1064.H.CV12 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV12	FALSE	18.22	-65.99	female
