pathway	description	SRR8571581	SRR8571582	SRR8571583	SRR8571584	SRR8571585	SRR8571586	SRR8571587	SRR8571588	SRR8571589	SRR8571590	SRR8571591	SRR8571592	SRR8571593	SRR8571594	SRR8571595	SRR8571596	SRR8571597	SRR8571598	SRR8571599	SRR8571600	SRR8571601	SRR8571602	SRR8571603	SRR8571604	SRR8571605	SRR8571606	SRR8571607	SRR8571608	SRR8571609	SRR8571610	SRR8571611	SRR8571612	SRR8571613	SRR8571614	SRR8571615	SRR8571616	SRR8571617	SRR8571618	SRR8571619	SRR8571620	SRR8571621	SRR8571622	SRR8571623	SRR8571624	SRR8571625	SRR8571626	SRR8571627	SRR8571628	SRR8571629	SRR8571630
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	3024.49757408917	13075.120904421334	1004.5738220711496	9270.356028336322	2422.1192926707927	18643.34360976541	11222.522135382344	27829.46614697492	934.2633848435364	3716.450359616752	270.29904003277176	159349.38542405228	2389.2425682875214	5099.606452137873	44.497291803574285	1387.057984905917	8010.852460869916	15736.283462102172	27220.51679996826	18369.96546754207	28429.73941169487	13315.294719134978	6883.675365318962	13785.00451111695	9338.364232307507	20000.82983201673	7002.94502872885	12127.846566690258	21888.904935922383	22746.935850746868	15457.93523105988	14723.764604346585	29664.07355408716	3690.6981678229777	3835.909571110113	4884.22430043995	159.6316961389975	9621.886285933191	10398.98599567632	47854.07412664976	6146.438970064442	21278.99350383447	2113.457007713747	8554.438697427848	8708.080090664074	4275.024704606575	9372.266172346806	14916.144798270056	5315.931804840666	10157.013882654215
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	0.0	21.251514742657974	2.3070892912124608	9.310397481867746	788.4458102252917	153.4311565977752	3.1012061512226	5.431275150442453	5.41870018231787	44.04679412344358	0.0	946.6793578863122	8.252837362480811	7.738207787585039	15.196087597224814	0.0	7.7517486700190625	6805.524220107103	24974.26223181064	16.94998549782965	14731.635534791962	8.549430324498525	3.89003197397307	104.88764309040909	67.7426252901559	47.79559973831702	281.95242169479286	272.58027331117006	155.71030059984562	793.684602368201	553.8527699001551	809.9026088581452	59.79439785138553	1141.493876499928	1198.4094546505617	1127.8044255831032	4.257999650701194	9.314409543712902	0.0	106.024256770211	226.52125903412443	35.74251141304081	91.56364035911876	380.01409862938976	1612.5269046105657	6.204171384079139	280.7379199797484	94.83737544273106	18.82549634288031	6.190779341874796
ORNDEG-PWY	superpathway of ornithine degradation	0.0	17.761013115769906	1.9965576592082617	7.994113318616629	934.2622078019568	143.38407494145198	2.659093257741577	4.6579986212388205	5.0776186970923805	41.263734801255694	0.0	831.1019144824028	9.169177567165349	6.650410263506093	9.472781002638522	0.0	6.654040084274795	6282.454405681488	23286.596271949675	14.644771065281963	12593.655610294332	7.335357024668036	3.337709642185485	103.21834687880762	55.63576158940398	41.26547122021676	259.3952584001364	253.59581359851225	144.02037301744932	740.5613324498672	508.4466086731711	985.0179150377664	53.539873939771226	1170.6980365053296	1299.9056291527113	1137.7862693689729	3.737704918032787	7.994540804924194	0.0	91.79382919879356	204.58838032085384	31.934867011667965	86.62025683381609	371.991558254595	1695.0938814324747	5.335307371788542	264.12728564592607	102.78115518380018	17.619718309859156	5.236186107470511
P101-PWY	ectoine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6383637487572655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.289188715840024	0.0	0.0	12.183148835612478	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	0.0	260.9664091088703	14.315609391710767	376.0129815629599	1029.8691752819184	733.2851520774988	292.050738390548	109.0825087620431	35.57139865757486	269.386053787532	0.0	8925.409234818117	62.88536955878739	48.81646104025401	70.34138352028376	0.0	134.71314144795653	17515.44731384804	30202.42140415522	108.66504455663258	37729.087557111925	1389.2308754590706	422.5670643985096	1322.4028332219673	806.9861258254665	396.330790808247	1759.2763228426293	2291.281229904796	1395.029329407964	6853.6852613276	4307.590608502705	1408.3031212095684	523.4187631193505	2209.243248559874	2958.604646543508	3441.2436944842384	26.226459390439008	895.5008775428499	85.52931028694363	1089.9638298580046	1514.3098818641552	535.9260095385814	650.6249052452183	2787.913735075949	6167.265799263282	38.97962912225943	1639.9872343007466	730.9579315037084	126.56024340110686	39.4411276394018
P108-PWY	pyruvate fermentation to propanoate I	234.394470047126	1177.1897469418336	883.6771836141564	3853.992516235937	72.50244756998592	288.2067610687041	8783.489932529634	20666.67150053758	3.532739643737272	382.113295969887	114.2205686225427	58535.7984719504	90.00766663048896	6658.775276819236	79.14192834942753	1777.111486669834	7014.692527084527	22895.657729771112	645.2602285943224	30711.23698385753	44635.57994408642	7710.772793248291	4980.717398635607	20127.01871523769	18734.80137886795	26096.352836561386	2508.669707270768	3479.8192068294643	2957.728314511937	10882.447008238383	7278.026598723269	222.79898511230692	2707.1356708317617	886.6807530106678	2760.284011314697	3240.3277149321816	196.4787497129409	5453.382203301565	2904.3579189183747	66346.02002642505	2366.895153736291	22246.200753763183	976.0697857633542	4291.38066706498	9407.987331241373	1745.8968281342306	7095.1692396175085	9939.565425664976	25.46814813894638	473.8357432958833
P122-PWY	heterolactic fermentation	2324.345877999175	10491.544859794489	856.7478606320166	5830.061326560757	368.18092264511	14566.306728956695	6961.511900899871	5446.556841502143	921.094799728016	2860.451736460539	45.89293518509746	133490.60468363244	1934.4617288457596	3434.856503455653	0.0	851.4281837003448	4630.210988508215	3565.865830547461	13601.124659549228	6649.810281905688	3963.948551686257	7569.892220088884	3548.263052305787	11974.4003539659	9935.785149563804	15913.04706359188	1343.3591992005104	2747.958360664825	3847.8486798427375	4852.773463318533	4082.2608587360414	7145.958177539042	21568.757494919744	1470.2263164094593	301.0654052777692	3425.219537072836	70.74642050769107	6325.201696089915	3311.010715430822	42652.18787060984	1253.3701284051883	12094.069258060696	476.11847535182113	2172.315320058688	6226.23470956723	1997.8849044413969	6798.733743135095	11028.492091367223	5121.23795736146	8684.00586193119
P124-PWY	Bifidobacterium shunt	2763.8676079400066	12022.599775326304	1002.127440073594	6932.43196284274	460.5637061800389	17851.830592868533	8528.825533305398	6875.861706949669	977.477788706	3425.077739587712	53.87680384183672	158434.98157839366	2298.6002769269394	3990.6926752250247	0.0	990.3603397517942	5472.012847512965	4034.499450199487	14556.978741769495	7551.072127318982	4514.110728218381	8966.743244945183	4416.242874871723	13682.403018763442	10753.899407004124	18414.997796933087	1933.487564831044	4002.8986703380497	6292.636677768431	6410.7734436213605	5501.182606255057	11337.177346544566	26491.7767326358	1914.6925618217003	369.5608235694921	3855.130894650744	81.67824283526443	7327.822315243949	4266.105516804483	48884.98322844728	1758.0182813725908	13382.694574650806	666.807631836987	2998.697710718093	6698.9884671765885	2422.069282596846	7006.334806848213	10402.862177719717	5553.279516885643	9926.75671497455
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	0.0	38.937108408401365	0.0	74.55329768370981	0.0	89.76262504184136	90.84348886364906	426.5948569005975	223.8976664887272	0.0	0.0	0.0	0.0	20.91138013874088	0.0	7.456004166927144	10.485948650515068	3.7480101203692966	11.99560212421802	26.206813807994287	6.7440558230833005	416.8347397008209	41.702269349362375	11.994487276274128	508.42908436386966	0.0	250.16951381175105	178.47715610083014	49.27773185973864	586.9512249723348	426.2607014605727	178.488816003727	185.27730168357377	26.606047801413386	1.1997253228891194	0.5999724216940835	30.20112320112321	37.3850544911352	37.33927775156034	26.99157462897093	197.5315702417664	269.6428523871901	157.3683664602768	436.3901914441101	0.0	40.08710227838797	30.69705715343947	1.4999326953855976	1364.150708313516	1179.355404010499
P161-PWY	acetylene degradation	4644.647064239188	19476.54962819512	1007.2597553401204	7937.26729348563	3918.5705871472014	30605.048406481223	9084.170275412893	19983.00105385093	1298.3424935917749	5502.295569691375	351.2996615772871	173104.09574629736	3710.34481043662	2761.9007812805157	23.164388743306368	678.8777485077354	4324.409996182061	11042.508135358989	36965.92223215077	7768.891793395262	21523.47911713517	11583.441939529055	5011.4225863907495	11750.15121238928	7543.337158854777	16446.951647172908	6751.0286986637975	11224.884878523591	22358.85328381677	19507.914616615108	13960.486195063064	31241.31479262631	45997.7717847729	4358.529432688584	4438.421231554046	5501.810940350063	57.89915966386555	6537.3407584260285	8972.675717065673	45953.53003829614	6323.781789788771	16566.749755696997	1917.627795403171	7731.355683255366	7470.613025394804	2226.712877610083	10934.765049317875	18686.26049034858	7411.040996829282	15082.621911334534
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	0.0	11.01687934890293	12.541343198633326	196.34066077720945	0.0	92.51799739800212	178.7891752050161	2798.4568428045272	0.0	0.0	103.08439095371251	225.8339223867444	4.130165675757008	0.0	0.0	0.0	46.2095927235106	0.0	0.0	0.0	0.0	843.5109019279143	277.97328403295813	34.94305252074238	105.26605287115144	151.10146779871	1227.2565347807454	1253.05739384209	604.3951694579716	4015.832250578537	2577.1030789306405	118.22900209667418	0.0	196.6178736788336	8.731097926623754	0.0	0.0	268.40871433716984	0.0	405.1339803317271	1009.1801330179142	0.0	489.9589701894347	1687.7159609188727	0.0	15.134132440856606	0.0	0.0	0.0	0.0
P163-PWY	L-lysine fermentation to acetate and butanoate	0.0	12.964609600412	11.56875073515556	0.0	10.035962705722842	80.3677866616167	25.90226986006881	2445.766135032841	0.0	0.0	83.17413599121784	147.35732285654487	5.217873700685055	0.0	0.0	15.065073001711816	50.99947796858616	0.0	0.0	15.991644143114152	19.942940054489146	15.968244218884308	10.484897801236654	0.0	77.63523911121608	134.79656206798623	1599.4474977209022	1946.9978697761203	1076.0067835068655	5974.8140318769065	3882.023808488876	142.72279285277426	0.0	284.5983877619053	26.29371716876009	0.0	0.0	15.513243350626745	0.0	373.3054938668687	1490.2565214551892	0.0	553.7913108873171	1961.4101262581896	0.0	6.492961208587046	0.0	0.0	0.0	10.492892898008552
P164-PWY	purine nucleobases degradation I (anaerobic)	0.0	0.0	114.03320217754542	60.96782871810092	79.13738066983855	269.7348128397106	207.5636200127225	14534.218015233671	0.0	458.63813676041633	338.64078180235555	16292.594384991811	0.0	77.2614211884658	0.0	26.681402305195004	52.22238720745173	295.3332555450767	272.0287602381421	910.350374376924	762.8720335385627	454.898208779586	242.6574110310293	1591.6125758792527	286.8535659723978	2534.7302363015	2875.32348216256	3959.725648558335	4037.9520657807984	9854.314959334031	6520.304058776357	743.7979875351473	412.9285212485908	1852.4393496446608	484.36819433884347	2153.6952024301745	22.1486048790778	73.91453308510359	0.0	5536.054411936145	2791.1353734785807	2438.2162948617624	784.8893668707036	4039.313165376396	1981.2534798239624	34.72435600501508	1795.6981442104488	3801.116167589662	0.0	39.07027188022442
P221-PWY	octane oxidation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9997764194331547	0.0	0.0	0.0	59.97807094325256	0.0	0.0	0.5786412456062097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.95799240897281	0.0	0.0	79.4675609851303	119.29392589016084	41.948169449193685	343.6585575074106	180.7628258817485	0.0	0.0	7.989079438825803	0.0	0.0	0.0	0.0	0.0	0.0	59.6651031543942	0.0	39.57591884801108	145.20424363085414	0.0	0.0	0.0	0.0	0.0	0.0
P23-PWY	reductive TCA cycle I	164.02399808931042	760.8043249051143	283.0611298142226	1548.4289253498632	490.69152499982687	611.013305448744	6539.858683497847	11161.940509177954	17.890658259143414	609.2315300061498	47.44210631651076	41804.46913224365	35.54122029484657	1421.268766058883	44.08439100447736	724.4207853639784	3049.892801740262	19959.467689660756	4173.865422369625	4809.794382888012	40912.25695790597	8706.918329788481	3782.689116463645	4961.680827236395	622.8382492206791	6658.8432115854985	2850.784326431527	3944.085742646535	3725.933064790877	11269.151647246685	6874.597312615977	1576.5398245118502	3191.1168575323586	2533.7699332908214	1274.38735791052	3125.8537241360946	73.52937144140698	2158.8634199357	870.2433340158532	11563.331448418045	2671.2146489705897	181.17751043023063	1092.3822722963284	4797.205439331051	6372.142919990846	1680.7741817886906	3753.299660028813	829.5444074433149	176.49833246230253	86.53145821141233
P241-PWY	coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.6515432186721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.5752095532051	195.52875248508943	90.8412719710184	901.2919715367688	329.05048296194946	46.82517482517483	0.0	338.9841211126048	0.0	0.0	0.0	0.0	0.0	0.0	229.54012349576348	0.0	105.76566945776769	489.9924746034878	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	coenzyme M biosynthesis I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.88722763018433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.7540421432453	279.72277536286106	144.8027360847761	1179.0300948903316	495.59425015800696	40.68891280947256	0.0	305.4566516554412	0.0	0.0	0.0	0.0	0.0	0.0	289.1938476813351	0.0	128.68494226690754	622.1091043273678	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	3-phenylpropanoate degradation	0.0	0.0	0.0	0.0	635.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.62512360591678	13.613987509476578	8.999324518633156	56.19673055242389	31.294732683245726	554.75	6.310456273764259	756.0	845.2733877808545	791.1200000000001	0.0	0.0	0.0	0.0	9.113080977479637	0.0	4.923076923076923	29.67368478552486	0.0	0.0	0.0	0.0	0.0	0.0
P341-PWY	glycolysis V (Pyrococcus)	0.0	0.0	13.66499101601142	8.745969019824221	0.0	0.0	62.36621018148514	379.5659277972737	0.0	0.0	0.0	825.2069068414015	0.0	0.0	0.0	0.0	47.38056952532279	0.0	0.0	0.0	0.0	14.992795162768564	79.63906739717372	104.69631232710552	0.0	154.51865232093553	72.15868829906724	0.0	112.20701430840111	221.5552897038086	174.13814987048025	0.0	0.0	0.0	0.0	0.0	7.391885542604265	59.82281871520796	0.0	375.1319348674614	37.39869429042852	0.0	0.0	0.0	0.0	27.412787040344163	0.0	0.0	0.0	11.244954278628247
P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.93541880747036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.4549658119648	619.7935290323074	263.36526552028306	2242.930633952671	1361.482203032304	25.098195684261405	0.0	78.75381687722124	7.4106988605894	0.0	0.0	0.0	0.0	0.0	379.5021097424223	0.0	166.34623775195422	646.8907087287236	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	979.9560910368762	4518.963426262307	324.5547524998631	1429.1540172939035	2260.3226071139493	2143.4164765957858	5958.149242120517	21531.717989975263	23.595987202873008	1355.6186266589991	163.2847873778855	44400.84729259984	86.78255930950016	1459.244556550822	38.55820466238415	460.29412032756767	3287.922022178077	14350.928486796209	27131.71557397105	15653.972177916394	26750.191150625484	9841.463979863924	3826.091869493424	6580.230911383992	4570.611766305182	6765.203076456755	5285.603732954572	7401.429836815711	6633.863032601741	17617.940898748388	11353.56137469676	5653.459859169559	11411.83638119622	3788.641832827064	3885.663458647389	3910.778256724509	104.76068953482364	1774.3230392211608	4846.524365684456	22048.563661872973	4730.189556856117	18398.988291779293	1785.3413040119638	7283.4541231621	8421.940132017951	1454.5038758412582	10254.476078710775	15768.135809590758	261.38747512253616	1786.1453438092085
P42-PWY	incomplete reductive TCA cycle	1557.52289935834	7213.164493606193	1008.336608487148	9907.368038174032	494.37802487517536	2380.551371521308	15592.371277671042	42482.00964808573	588.0934477634426	956.993922556038	200.2980328820112	98178.67110612946	262.73725848881594	8141.776462348206	113.78409290241216	2263.038960200458	10034.934652372198	34734.72196272513	14728.004018728972	41432.39998309341	71051.63370541179	16093.707996160389	9860.598096472391	21694.84499131741	26543.142651072263	29139.277767608142	4405.009113652933	6179.448226627562	5095.118786627708	19347.272930949708	12204.244956142742	2451.626007784177	15709.660670015175	2969.808770883592	3258.218340910796	6621.38148518073	355.1530965432271	11771.070558143709	11515.926993315752	70924.68521053813	4087.3096085533903	33561.21274535817	1689.3802643266497	7558.103923150312	13983.06921892543	6120.953692364577	11703.812483937829	19286.51262543135	3665.8420998026218	5410.908243039959
P441-PWY	superpathway of N-acetylneuraminate degradation	312.9595962976923	1468.1671663039922	583.2021543961181	6455.665063819612	2235.647165489731	1651.5039789249597	10694.409602605328	26527.57061814496	35.26671429965236	1810.8190973250516	208.96814608056667	94854.07578784291	79.46964693988625	4234.65662231482	41.06150522411873	1167.7990712437845	6270.146724775454	18223.39898682553	35859.83340100524	17511.856599322513	35078.92587205344	11008.64728334944	5952.049060742938	8813.407039721731	1154.998935134833	13907.656242298795	4707.728633329664	7632.501140841964	9582.23562191645	16839.87799404278	11129.456794358595	5300.026819771748	6105.874738864115	3516.1643909293152	3784.408502102636	4225.1162173361545	93.25947278621436	6635.328771972959	5692.442510741185	21123.098397073587	4389.122361549902	23145.130576456693	1627.4716474141062	6873.127430026275	10020.67726608374	2680.072135702236	11994.76863069023	19591.78302234593	349.2543968051849	169.8042185444789
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	1937.0649841651189	9167.4099738255	59.17009387160429	2224.292166682441	1463.3097678799302	14945.60294912712	2118.195151434811	4250.2982040876495	1102.9565492159888	2489.811458312945	84.66027744247455	11546.06579652332	1801.2532294679736	1183.6608014932458	17.282535010681226	338.2209787033934	1949.8666165935265	8496.238801079886	25153.31684332898	2540.4647374996484	9402.458437550804	4707.827649161708	1055.7445101090825	999.3142834609084	6244.160938295851	2261.7455662357675	2292.650547844048	3293.316090991881	3952.017661704055	8162.94168339636	4943.640707761797	5938.065778834447	18164.0514907602	2430.4581757228166	2204.0602813417	3258.732689351996	46.32016787828824	2461.412357148888	2866.717593074752	3845.218719199485	2136.954184098847	1567.610602534142	832.1337768442511	3423.7641284352885	3677.315399777243	971.4742629381248	2378.0793299193047	1354.1278607827176	6116.036446993799	9793.968997231164
P562-PWY	myo-inositol degradation I	0.0	42.8418896734398	0.0	0.0	635.62	0.0	5.946909013805778	108.70701839349374	201.4984567901235	218.65884385609908	79.38227302521418	69.09368394314218	0.0	0.0	0.8243409760471371	31.834804539722573	12.502329322653082	1237.586936213146	0.0	4114.071990688224	73.54042352038996	2213.692951014229	0.0	11.989476469466368	534.6629605159752	69.84006492340389	180.66893915972764	191.02771063872288	194.2173082453553	854.8876060389083	498.2387694468126	702.2952676707376	127.18126928692917	805.1380661296516	841.6137810142744	902.0394156264488	0.0	5.81418877236274	39.53947431006764	112.63665600286711	172.86032690867185	2677.730032409592	53.87071607084646	326.8279657470961	1513.3333318286363	0.0	1365.0266632808532	81.50693151317498	1239.8830798477509	1074.189373329121
PANTO-PWY	phosphopantothenate biosynthesis I	367.33428828794985	1840.4142405719303	710.7345757933371	6501.513392239078	1413.4475248287583	1047.066866751455	10668.952972809157	30336.44420291036	360.3934980403483	496.36310534676886	148.1305879330266	67695.88958517398	100.83240838053612	5890.688318018282	69.75940914065656	1560.3789621542578	7492.638426187573	20766.436521934385	26404.632649063795	22284.28165405461	45408.745475806776	9555.560632214125	6884.338546085086	15731.407888864873	16384.02078874355	21346.49561164241	4659.825648306492	6680.553419235901	11692.524914230671	16994.73218232158	10885.94571598094	2739.321918307637	3777.0848943617048	2639.543568955214	3892.419512471152	3954.4514190260106	195.71454886946472	7466.21987325122	6959.304836672111	50624.93602968184	4031.966867679576	17166.75595998929	1727.4492760452845	6887.854497705124	8341.30191702432	3613.9425560697473	5237.814388094224	7807.207275453589	2249.6204892034225	2641.7011863069933
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	521.1549236743421	2587.311716227007	863.9408552109213	7439.532029904913	1751.5879881116075	1521.9799268423435	11433.971535724117	31878.68839994873	461.9271457308685	692.6636393428313	168.37857550977537	89561.56578316182	148.67507064817866	6027.615395874827	69.61993184798717	1600.176171692339	7670.905450081289	20908.76977261675	26298.426509004923	24177.798784936207	44303.88742478236	10853.911205842483	7029.148452219464	17437.42446280952	16654.863727507913	23835.50013634166	5488.4398949872375	8169.404617868082	14417.571321777052	19348.984078067253	12576.903955383876	3969.288386149433	5356.1069698122765	3024.6972070590696	4349.986848203781	4354.440893686692	209.30189974716552	8559.863198945339	8088.669405841434	57278.3890395614	4752.731508404995	19917.199625331967	1925.3062219368835	7740.438143143837	9264.196670335745	4007.711467966283	6789.829209021909	10014.878141980556	2853.4136789861595	3566.694066318164
PENTOSE-P-PWY	pentose phosphate pathway	1677.6536568288666	6925.815380728948	605.7761398588248	6968.813809141135	1364.308320870835	2753.551968493904	8016.321319554057	15580.657346166096	521.7939018505937	1134.2535644740462	204.00882948487987	94122.1955155282	195.25317495196765	3852.853633478797	68.51469784805158	1121.4763215144203	6231.088814111567	23846.03892984813	34157.85845170574	28642.630132771093	46051.21797108497	11808.530492393476	5089.746126552376	10174.697098755229	18137.82686171161	14803.993449116791	2418.803625442943	4612.06872069628	5685.645564017632	11226.072837908949	8011.108948622902	6880.479767967787	13906.497551591625	2553.9983426210792	1713.896869446221	5804.749705041381	208.60149486878785	7126.587363697336	4889.184750555618	33543.47769123152	2349.367751924425	27535.66145778341	869.0565770685931	3929.803598389786	12029.209812919427	2740.8454889839536	12034.457907003616	20166.508308524422	3176.519287227449	4404.606419904972
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	3778.017151301429	16083.132316999432	1343.481630211009	11165.211624856298	3098.8784825118005	24915.280296238365	16149.534498016546	43081.207660922126	1216.4038611823803	4602.850414599338	393.1463064107584	184748.78662533665	3021.7011258337607	7814.314440599445	73.01507807409936	2105.578737878675	10688.842669793929	22376.100914683	30054.483177197697	29277.23662387829	45016.25496566137	17007.016980243025	9789.49255247244	22050.74504448653	18790.326487275124	30316.6035173272	8621.527187883044	14327.71167403342	24781.08925397888	28578.821742172848	19501.908206010008	25329.274707248725	37820.462644470026	4420.26074628551	4665.000390566956	5802.619404823545	257.59785031567674	11665.731004225216	12410.22492353686	75862.44534847562	7731.593322915127	27912.120215567065	2719.3798322093103	11252.061597730277	12167.137651102055	4982.451985370918	13258.629103160696	20074.25642990056	7080.319914875475	13339.752490238592
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	4205.428670398851	17973.468815215663	1383.642172029479	10807.615708427493	3418.208475443838	27702.952560463156	15126.921460116657	41657.8716891049	1398.9696759624694	5034.356430789972	397.9528341983898	203435.28399360695	3350.370556843909	6553.141925642676	74.4269784648846	1800.3115959885442	9300.489590645951	24032.58429039009	41348.251982927	27854.49493653209	46890.88587366456	17192.987808828802	9037.6927981238	20372.60327967899	17532.19990140848	29064.082433231757	8996.360999179145	14810.673495150271	26774.147402520062	29002.919728923032	19799.63252419036	27289.431813476232	41799.38109503154	4804.27398859288	5957.394884228106	6488.387793780525	261.0496422428863	10838.322446644675	10956.69459397309	71497.63621390783	8049.534240819235	29084.225071915484	2775.522062710601	11343.95372086008	12230.401143094536	4266.408332298614	15039.554778939302	22577.84523442435	8088.324926200862	15038.983142401185
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	0.0	0.0	25.946109303696243	218.32655682220167	34.00693549646865	0.0	204.7287731629962	3713.459603758045	2.138575477986198	0.0	0.0	4457.170953532627	5.428446946229015	82.58278194779732	2.645573277835586	16.407761587184382	118.7254395592138	82.48067682462313	10.62171536525066	22.70240872814719	17.041507795063357	211.4863611720684	148.01007172339024	473.9511049455498	0.0	262.2722511994879	460.789431579318	654.324836539809	461.8196359710468	2084.9284797247337	1322.3307764912045	57.8060921592268	38.36193967706959	58.84141726293503	1066.4534560309048	259.76558306434816	3.357448391351995	243.85019915549483	26.07544516221713	1394.4362158416425	545.4507626813286	23.745002818201662	194.3012069243091	861.2843338539108	31.50128318140921	82.0992402153313	36.44642383735979	9.989437179073622	0.0	4.875267320549225
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	0.0	50.17971405143944	27.125108464813483	968.4044430586048	780.5246387242162	328.42550607511555	2497.8368371294755	7492.030539614794	4.460415393195586	186.8588708163209	85.0009870468773	4728.64551709743	22.80971429935852	147.3887762957061	44.52020508072467	45.91679470415503	532.4788355736428	7113.601605267694	25949.769500064154	27.141789609817984	14928.29210863799	4029.755993629665	1406.7078313049635	492.7848107587211	237.9280104483563	266.8278730071912	1992.5359912247009	1979.3751754342936	1293.438751900682	6532.0983101832135	3935.364700020709	893.4497515857123	227.8047023016451	1636.224230659854	1189.430333375744	1045.9482215189714	5.858332840460699	739.9973665669318	50.13821436361369	1385.4750994016026	1671.7750815265758	58.51370233036856	782.3089770954615	3366.759830687492	1486.4002182173872	233.3759412563703	250.7991986093805	102.12851999843836	13.758132530981054	9.308772889180831
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	2436.240258408531	11025.767426252109	990.3220864221704	8202.252326638476	2172.712920762231	17939.436783794237	13588.631466741244	35616.73848858031	1047.428865531922	3395.4499751568983	168.39534547711642	147117.62695312942	2261.4223068450306	6881.033947030435	63.55828071327892	1835.9608633767295	9093.2523849886	21243.85936254345	27536.49771244552	27804.75230568218	43476.154551830754	13376.823889976788	8413.011452232338	18792.38132180845	16868.04278560245	25457.88062598949	5123.316441497287	8649.746500845271	17448.01832176352	17353.355891830866	11609.42259814443	13321.403798714318	23798.356418543783	3343.879369232232	4106.072244408983	4588.9407599634105	204.42592592592595	9266.405920546962	8851.382280165022	62948.1268794924	4384.5291115881255	25500.28636474245	1648.8093353412792	6972.406482336825	10797.485321723974	4299.883526480303	11793.5319754805	17812.817712007116	6027.88164342254	10475.520105226276
PPGPPMET-PWY	ppGpp biosynthesis	0.0	35.75786725275647	2.497334136992055	9.996370193880804	1250.230163385962	288.06942142828655	12.07056798360754	2645.383296865171	6.625531963991819	52.35154041510777	98.28769110418108	1121.827397880858	20.187618921941063	8.321195821382792	21.136441793348357	27.34823880835168	19.559364982480997	12669.73795303808	28806.241843560478	11708.67557071105	23786.23572456796	4274.65544524798	12.916625250263536	143.73303364063025	142.0359506885699	141.35082945414408	1925.8374069730455	2334.748975254927	1184.5690357688934	7332.314631866024	4550.879274025922	1352.7842127095887	83.36556846262441	1724.3030275082103	1738.5630977438598	1687.0478835734525	18.219205742573727	14.168194339833745	0.0	335.97721818079805	1695.4266281976384	14179.213360639338	729.8981015888396	2515.241538783405	6013.190942478387	31.58975758139928	9169.395132484502	12719.021366839592	22.411210706187312	9.164423613902736
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	0.0	0.0	0.0	0.0	897.5006990685371	0.0	0.0	60.7936629785083	0.0	0.0	0.0	61.77862120682302	0.0	0.0	0.4954816408050391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.44874427868113	7.99916220497179	0.0	110.16518200434076	152.03458257653847	53.222102099709865	514.0177099943979	295.954914019108	866.1047666182415	7.599348896392914	1097.6708224228437	1255.7145622359262	1184.3275362368358	0.0	0.0	0.0	6.666542318321938	93.9912377716846	0.0	42.84037246214446	181.26476675688832	0.0	0.0	0.0	0.0	0.0	0.0
